pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
32.0,3,12.0,1010.0,NW,53.2,0,0
23.0,4,17.0,1009.0,NW,57.22,0,0
15.0,3,18.0,1009.0,NW,64.37,0,0
11.0,2,18.0,1009.0,NW,71.52,0,0
8.0,3,20.0,1008.0,NW,80.46,0,0
10.0,3,20.0,1007.0,NW,89.4,0,0
14.0,2,20.0,1007.0,NW,100.58,0,0
9.0,3,19.0,1008.0,NW,112.65,0,0
9.0,3,18.0,1008.0,NW,124.72,0,0
9.0,3,17.0,1009.0,NW,130.53,0,0
7.0,3,17.0,1009.0,NW,139.47,0,0
8.0,3,17.0,1009.0,NW,144.39,0,0
20.0,3,17.0,1009.0,NW,147.52,0,0
13.0,4,16.0,1010.0,NW,150.65,0,0
11.0,4,17.0,1009.0,NW,154.67,0,0
20.0,3,18.0,1009.0,NW,159.59,0,0
16.0,3,18.0,1010.0,SE,4.02,0,0
16.0,4,17.0,1010.0,NW,3.13,0,0
9.0,4,16.0,1010.0,NW,7.15,0,0
9.0,4,10.0,1010.0,NE,1.79,0,0
35.0,5,13.0,1010.0,NE,5.81,0,0
29.0,3,13.0,1011.0,NW,3.13,0,0
22.0,4,9.0,1012.0,NW,6.26,0,0
16.0,4,14.0,1013.0,cv,0.89,0,0
20.0,2,17.0,1014.0,NW,3.13,0,0
12.0,2,18.0,1014.0,NE,4.02,0,0
10.0,1,19.0,1014.0,NW,4.02,0,0
8.0,1,21.0,1014.0,NW,8.04,0,0
8.0,0,22.0,1013.0,NW,17.87,0,0
8.0,0,22.0,1012.0,NW,27.7,0,0
7.0,-1,23.0,1012.0,NW,36.64,0,0
7.0,-3,22.0,1013.0,NW,46.47,0,0
4.0,-3,21.0,1013.0,NW,55.41,0,0
3.0,-2,19.0,1014.0,NW,60.33,0,0
6.0,-1,18.0,1014.0,NW,66.14,0,0
10.0,-1,15.0,1015.0,NW,71.06,0,0
33.0,0,16.0,1015.0,NW,76.87,0,0
54.0,0,16.0,1016.0,NE,4.02,0,0
26.0,0,15.0,1017.0,NE,7.15,0,0
14.0,1,12.0,1018.0,SE,1.79,0,0
23.0,2,10.0,1018.0,cv,0.45,0,0
20.0,3,8.0,1019.0,cv,1.34,0,0
28.0,3,7.0,1020.0,cv,2.23,0,0
31.0,4,8.0,1020.0,SE,0.89,0,0
28.0,2,4.0,1021.0,NW,3.13,0,0
22.0,1,6.0,1022.0,NW,4.02,0,0
17.0,1,7.0,1022.0,NW,5.81,0,0
23.0,2,7.0,1023.0,cv,0.45,0,0
22.0,1,14.0,1025.0,NW,1.79,0,0
12.0,-1,16.0,1025.0,cv,0.89,0,0
11.0,-2,16.0,1025.0,cv,1.78,0,0
18.0,-3,18.0,1025.0,SE,3.13,0,0
9.0,-2,19.0,1024.0,SE,6.26,0,0
22.0,-1,19.0,1023.0,cv,1.79,0,0
16.0,-1,19.0,1023.0,SE,3.13,0,0
19.0,-1,19.0,1022.0,SE,7.15,0,0
21.0,-1,18.0,1022.0,SE,10.28,0,0
22.0,0,16.0,1022.0,SE,13.41,0,0
30.0,2,15.0,1022.0,SE,15.2,0,0
43.0,4,11.0,1023.0,cv,0.89,0,0
65.0,5,9.0,1023.0,cv,1.34,0,0
76.0,5,9.0,1024.0,SE,0.89,0,0
73.0,5,8.0,1024.0,cv,0.89,0,0
78.0,4,7.0,1024.0,NE,0.89,0,0
83.0,5,8.0,1024.0,NE,2.68,0,0
78.0,7,9.0,1025.0,cv,0.89,0,0
96.0,7,8.0,1025.0,cv,1.78,0,0
96.0,6,8.0,1025.0,cv,2.67,0,0
102.0,6,7.0,1025.0,cv,3.56,0,0
102.0,5,5.0,1025.0,NW,0.89,0,0
93.0,5,6.0,1026.0,NW,4.02,0,0
78.0,4,5.0,1026.0,NW,5.81,0,0
72.0,8,11.0,1027.0,NE,1.79,0,0
60.0,9,12.0,1027.0,NE,3.58,0,0
69.0,9,15.0,1026.0,NE,5.37,0,0
75.0,8,16.0,1026.0,cv,0.89,0,0
83.0,8,17.0,1025.0,cv,1.78,0,0
86.0,8,19.0,1024.0,cv,2.67,0,0
91.0,7,20.0,1023.0,cv,4.46,0,0
86.0,5,20.0,1022.0,SE,3.13,0,0
82.0,6,19.0,1022.0,SE,4.92,0,0
72.0,7,18.0,1022.0,SE,6.71,0,0
87.0,8,14.0,1022.0,SE,7.6,0,0
98.0,9,13.0,1022.0,cv,0.89,0,0
123.0,10,12.0,1022.0,cv,1.34,0,0
122.0,8,10.0,1023.0,NE,0.89,0,0
123.0,8,9.0,1023.0,NE,1.78,0,0
129.0,9,10.0,1023.0,cv,0.89,0,0
141.0,7,9.0,1023.0,NE,0.89,0,0
163.0,8,9.0,1023.0,cv,0.89,0,0
154.0,8,9.0,1023.0,cv,1.34,0,0
150.0,7,7.0,1023.0,NW,0.89,0,0
100.0,7,8.0,1022.0,NW,1.78,0,0
103.0,7,8.0,1023.0,NW,3.57,0,0
100.0,7,8.0,1023.0,NW,5.36,0,0
96.0,7,8.0,1023.0,NW,7.15,0,0
96.0,8,10.0,1023.0,NW,10.28,0,0
99.0,9,12.0,1023.0,NW,12.07,0,0
88.0,9,15.0,1023.0,NW,13.86,0,0
103.0,8,16.0,1023.0,NW,15.65,0,0
133.0,11,17.0,1022.0,SE,3.13,0,0
157.0,12,18.0,1021.0,SE,6.26,0,0
170.0,12,18.0,1020.0,SE,9.39,0,0
187.0,13,18.0,1020.0,SE,12.52,0,0
190.0,13,18.0,1019.0,SE,15.65,0,0
209.0,13,16.0,1019.0,SE,17.44,0,0
253.0,12,14.0,1020.0,SE,19.23,0,0
254.0,12,13.0,1021.0,cv,0.89,0,0
275.0,12,13.0,1021.0,cv,1.34,0,0
292.0,11,12.0,1021.0,cv,2.23,0,0
315.0,11,11.0,1022.0,cv,3.12,0,0
294.0,11,12.0,1022.0,NW,1.79,0,0
280.0,11,11.0,1021.0,cv,0.89,0,0
270.0,11,11.0,1021.0,cv,1.34,0,0
255.0,11,11.0,1021.0,cv,2.23,0,0
243.0,11,12.0,1020.0,SE,0.89,0,0
258.0,11,12.0,1020.0,NE,0.89,0,0
269.0,12,13.0,1020.0,cv,0.89,0,0
263.0,12,12.0,1021.0,cv,1.78,0,0
258.0,12,13.0,1020.0,SE,1.79,0,0
269.0,12,12.0,1021.0,SE,2.68,0,1
278.0,12,13.0,1022.0,cv,0.89,0,0
296.0,12,14.0,1022.0,SE,1.79,0,0
339.0,12,14.0,1022.0,SE,3.58,0,0
332.0,12,15.0,1021.0,SE,5.37,0,0
304.0,12,16.0,1020.0,SE,7.16,0,0
293.0,12,17.0,1019.0,SE,10.29,0,0
284.0,12,17.0,1019.0,SE,12.08,0,0
293.0,12,16.0,1019.0,cv,0.89,0,0
302.0,12,15.0,1019.0,cv,1.78,0,0
300.0,12,15.0,1020.0,NW,1.79,0,0
298.0,12,13.0,1020.0,NE,0.89,0,0
299.0,12,12.0,1021.0,cv,0.89,0,0
300.0,11,11.0,1021.0,cv,1.78,0,0
308.0,11,12.0,1021.0,cv,2.67,0,0
302.0,11,11.0,1021.0,cv,3.56,0,0
298.0,11,11.0,1021.0,cv,4.45,0,0
266.0,9,10.0,1021.0,cv,5.34,0,0
285.0,10,10.0,1021.0,SE,0.89,0,0
282.0,9,9.0,1020.0,NW,0.89,0,0
273.0,8,9.0,1020.0,cv,0.89,0,0
275.0,9,9.0,1021.0,cv,1.78,0,0
248.0,8,9.0,1021.0,cv,2.67,0,0
227.0,8,8.0,1021.0,NW,1.79,0,0
251.0,10,11.0,1021.0,NW,3.58,0,0
249.0,13,14.0,1021.0,cv,0.89,0,0
202.0,13,15.0,1021.0,cv,1.78,0,0
190.0,12,17.0,1020.0,cv,2.67,0,0
175.0,12,19.0,1020.0,cv,3.56,0,0
204.0,12,19.0,1019.0,cv,4.45,0,0
224.0,12,19.0,1018.0,SE,1.79,0,0
231.0,11,20.0,1018.0,cv,1.79,0,0
233.0,11,19.0,1018.0,SE,1.79,0,0
222.0,13,17.0,1018.0,SE,2.68,0,0
254.0,12,14.0,1018.0,SE,3.57,0,0
269.0,12,13.0,1019.0,cv,0.89,0,0
285.0,12,13.0,1019.0,SE,0.89,0,0
298.0,11,11.0,1019.0,NE,0.89,0,0
306.0,10,11.0,1019.0,NE,1.78,0,0
313.0,10,11.0,1019.0,NE,2.67,0,0
318.0,10,11.0,1019.0,cv,0.45,0,0
311.0,10,11.0,1019.0,cv,0.9,0,0
267.0,9,10.0,1019.0,cv,1.35,0,0
261.0,9,10.0,1018.0,NW,0.89,0,0
248.0,10,10.0,1018.0,NW,2.68,0,0
227.0,9,9.0,1018.0,NW,4.47,0,0
212.0,9,9.0,1018.0,NW,6.26,0,0
215.0,9,10.0,1018.0,NW,8.05,0,0
239.0,11,11.0,1019.0,NW,9.84,0,0
259.0,13,13.0,1019.0,NE,1.79,0,0
270.0,12,16.0,1018.0,NW,3.13,0,0
285.0,12,18.0,1018.0,NW,4.92,0,0
287.0,11,18.0,1018.0,NW,6.71,0,0
297.0,11,18.0,1017.0,NW,8.5,0,0
318.0,12,18.0,1016.0,cv,0.89,0,0
347.0,12,18.0,1016.0,SE,1.79,0,0
370.0,13,17.0,1016.0,SE,3.58,0,0
401.0,13,15.0,1015.0,SE,4.47,0,0
416.0,13,15.0,1016.0,cv,0.89,0,0
399.0,13,14.0,1016.0,cv,1.78,0,0
389.0,13,14.0,1016.0,SE,1.79,0,0
408.0,13,14.0,1016.0,cv,0.89,0,0
395.0,13,13.0,1017.0,cv,1.78,0,0
402.0,13,13.0,1016.0,SE,0.89,0,0
430.0,12,13.0,1016.0,cv,0.89,0,0
414.0,12,13.0,1016.0,NE,1.79,0,0
418.0,12,13.0,1017.0,cv,0.89,0,0
408.0,12,13.0,1016.0,SE,1.79,0,0
414.0,12,12.0,1016.0,cv,0.89,0,0
418.0,12,12.0,1016.0,cv,1.78,0,0
409.0,12,13.0,1017.0,NW,3.13,0,1
420.0,12,13.0,1017.0,NW,4.92,0,2
407.0,13,13.0,1018.0,NW,8.05,0,3
390.0,13,14.0,1019.0,NW,11.18,0,4
291.0,7,12.0,1020.0,NW,20.12,0,5
26.0,7,11.0,1021.0,NE,8.94,0,6
19.0,7,10.0,1022.0,NW,7.15,0,7
12.0,6,9.0,1022.0,NW,14.3,0,8
11.0,5,9.0,1022.0,NW,22.35,0,9
8.0,4,10.0,1023.0,NE,5.81,0,0
16.0,3,9.0,1024.0,NE,12.96,0,0
12.0,2,9.0,1025.0,NE,17.88,0,0
13.0,1,9.0,1026.0,NE,22.8,0,0
13.0,0,9.0,1026.0,NE,27.72,0,0
18.0,-1,9.0,1027.0,NE,31.74,0,0
17.0,0,7.0,1028.0,NE,33.53,0,0
16.0,-1,5.0,1028.0,NW,1.79,0,0
9.0,1,4.0,1028.0,cv,0.89,0,0
7.0,1,3.0,1028.0,NE,0.89,0,0
6.0,1,2.0,1028.0,NW,0.89,0,0
6.0,1,2.0,1028.0,cv,0.89,0,0
8.0,0,1.0,1028.0,NW,1.79,0,0
9.0,0,1.0,1028.0,NW,3.58,0,0
15.0,-2,-1.0,1028.0,NW,6.71,0,0
15.0,-1,1.0,1029.0,NW,8.5,0,0
12.0,-1,3.0,1029.0,NW,11.63,0,0
11.0,1,6.0,1030.0,NW,13.42,0,0
18.0,-3,12.0,1030.0,NW,16.55,0,0
16.0,-6,13.0,1029.0,NW,20.57,0,0
8.0,-7,13.0,1029.0,NW,22.36,0,0
6.0,-7,14.0,1028.0,NE,3.13,0,0
7.0,-7,14.0,1027.0,cv,1.79,0,0
16.0,-5,16.0,1026.0,cv,2.68,0,0
9.0,-6,15.0,1026.0,SE,1.79,0,0
9.0,-5,14.0,1026.0,SE,4.92,0,0
24.0,-4,13.0,1026.0,cv,0.89,0,0
35.0,1,7.0,1028.0,cv,1.78,0,0
,0,4.0,1029.0,NE,1.79,0,0
60.0,0,5.0,1029.0,NE,3.58,0,0
38.0,-6,9.0,1030.0,NE,5.37,0,0
45.0,-6,8.0,1031.0,cv,0.89,0,0
9.0,-6,5.0,1031.0,NW,1.79,0,0
8.0,-6,4.0,1031.0,NW,4.92,0,0
8.0,-4,3.0,1032.0,NW,6.71,0,0
8.0,-3,2.0,1032.0,cv,0.89,0,0
19.0,-3,2.0,1032.0,cv,1.78,0,0
19.0,-2,1.0,1031.0,cv,2.23,0,0
18.0,-2,0.0,1032.0,cv,3.12,0,0
38.0,-3,0.0,1032.0,NW,3.13,0,0
35.0,-4,2.0,1032.0,NW,4.92,0,0
27.0,-2,6.0,1032.0,NW,8.05,0,0
15.0,-3,8.0,1033.0,NW,11.18,0,0
16.0,-5,11.0,1032.0,cv,0.89,0,0
21.0,-6,13.0,1031.0,cv,2.68,0,0
27.0,-5,14.0,1030.0,SE,1.79,0,0
26.0,-6,15.0,1028.0,SE,4.92,0,0
27.0,-6,15.0,1028.0,SE,8.05,0,0
25.0,-6,15.0,1027.0,SE,12.07,0,0
,-6,15.0,1027.0,SE,16.09,0,0
55.0,-5,13.0,1027.0,SE,19.22,0,0
,-2,10.0,1027.0,SE,21.01,0,0
,1,7.0,1027.0,SE,21.9,0,0
,2,6.0,1027.0,SE,22.79,0,0
,2,6.0,1027.0,NE,0.89,0,0
,2,6.0,1027.0,NE,1.78,0,0
,1,5.0,1027.0,cv,0.89,0,0
127.0,1,5.0,1027.0,cv,1.78,0,0
131.0,1,4.0,1026.0,NE,0.89,0,0
158.0,2,5.0,1026.0,cv,0.89,0,0
163.0,2,5.0,1025.0,cv,1.34,0,0
138.0,2,5.0,1025.0,cv,1.79,0,0
114.0,2,4.0,1024.0,cv,2.24,0,0
102.0,2,3.0,1025.0,cv,2.69,0,0
98.0,2,4.0,1025.0,NE,0.89,0,0
80.0,3,6.0,1025.0,SE,0.89,0,0
80.0,3,7.0,1026.0,cv,0.89,0,0
80.0,4,9.0,1025.0,SE,1.79,0,0
101.0,4,10.0,1026.0,cv,0.89,0,0
110.0,2,10.0,1025.0,cv,2.68,0,1
110.0,4,10.0,1024.0,SE,1.79,0,0
110.0,4,11.0,1023.0,NE,1.79,0,0
110.0,3,11.0,1023.0,SE,1.79,0,0
280.0,4,11.0,1023.0,cv,0.89,0,0
,5,10.0,1023.0,NE,0.89,0,0
,5,9.0,1023.0,NE,1.78,0,0
,6,8.0,1024.0,NE,2.67,0,0
,6,8.0,1024.0,cv,0.45,0,0
,6,8.0,1024.0,cv,0.9,0,0
,6,8.0,1024.0,cv,1.79,0,0
,6,8.0,1024.0,cv,2.68,0,0
,6,8.0,1024.0,NE,0.89,0,0
,6,8.0,1024.0,cv,0.89,0,0
,5,6.0,1024.0,cv,1.78,0,0
,4,4.0,1023.0,cv,2.23,0,0
,4,4.0,1023.0,SE,0.89,0,0
,2,2.0,1023.0,cv,0.89,0,0
,3,3.0,1023.0,cv,1.78,0,0
,3,3.0,1024.0,NE,0.89,0,0
,4,4.0,1024.0,cv,0.89,0,0
,7,8.0,1024.0,cv,1.78,0,0
,5,12.0,1024.0,cv,2.67,0,0
,5,13.0,1023.0,SE,1.79,0,0
199.0,6,14.0,1023.0,SE,3.58,0,0
242.0,5,15.0,1022.0,SE,6.71,0,0
237.0,5,17.0,1021.0,SE,9.84,0,0
207.0,5,17.0,1021.0,SE,13.86,0,0
176.0,5,16.0,1021.0,SE,16.99,0,0
145.0,6,13.0,1022.0,SE,17.88,0,0
137.0,6,11.0,1022.0,cv,1.79,0,0
184.0,6,8.0,1023.0,SE,1.79,0,0
208.0,6,9.0,1023.0,SE,2.68,0,0
224.0,6,8.0,1024.0,cv,0.89,0,0
235.0,6,7.0,1024.0,cv,1.78,0,0
273.0,4,5.0,1024.0,cv,2.67,0,0
,5,5.0,1024.0,cv,3.12,0,0
261.0,5,5.0,1025.0,NW,3.13,0,0
242.0,3,4.0,1025.0,NW,6.26,0,0
186.0,2,3.0,1025.0,NW,10.28,0,0
187.0,3,4.0,1025.0,cv,0.89,0,0
180.0,3,5.0,1025.0,NW,3.13,0,0
166.0,3,4.0,1025.0,cv,0.89,0,0
141.0,2,3.0,1025.0,NW,1.79,0,0
125.0,4,11.0,1026.0,NW,5.81,0,0
109.0,2,12.0,1026.0,NE,4.92,0,0
92.0,2,15.0,1026.0,cv,0.89,0,0
82.0,4,15.0,1026.0,cv,1.78,0,0
92.0,3,16.0,1025.0,cv,2.67,0,0
118.0,4,17.0,1024.0,cv,3.56,0,0
118.0,4,17.0,1023.0,cv,4.45,0,0
106.0,3,17.0,1023.0,SE,1.79,0,0
129.0,4,17.0,1022.0,SE,3.58,0,0
146.0,5,14.0,1022.0,SE,4.47,0,0
162.0,6,10.0,1023.0,cv,0.45,0,0
214.0,6,8.0,1023.0,SE,0.89,0,0
227.0,7,8.0,1023.0,SE,1.78,0,0
259.0,6,7.0,1024.0,cv,0.89,0,0
280.0,5,6.0,1024.0,NE,0.89,0,0
301.0,4,5.0,1023.0,SE,0.89,0,0
336.0,4,5.0,1023.0,cv,0.89,0,0
342.0,5,5.0,1023.0,NW,0.89,0,0
316.0,4,4.0,1023.0,NW,1.78,0,0
285.0,4,4.0,1022.0,NW,2.67,0,0
218.0,4,4.0,1022.0,NW,4.46,0,0
148.0,4,4.0,1022.0,cv,0.45,0,0
139.0,3,4.0,1023.0,NW,0.89,0,0
135.0,3,4.0,1023.0,cv,0.89,0,0
146.0,6,6.0,1024.0,cv,1.78,0,0
161.0,6,7.0,1024.0,cv,2.23,0,0
215.0,8,10.0,1023.0,cv,3.12,0,0
248.0,7,12.0,1023.0,SE,1.79,0,0
283.0,8,14.0,1022.0,SE,3.58,0,0
302.0,8,15.0,1020.0,SE,5.37,0,0
282.0,8,15.0,1020.0,SE,8.5,0,0
226.0,9,16.0,1020.0,SE,11.63,0,0
207.0,8,16.0,1019.0,SE,16.55,0,0
216.0,8,13.0,1019.0,SE,18.34,0,0
170.0,9,11.0,1020.0,SE,19.23,0,0
167.0,8,9.0,1020.0,SE,21.02,0,0
193.0,6,8.0,1020.0,SE,21.91,0,0
220.0,7,8.0,1021.0,SE,22.8,0,0
267.0,8,8.0,1021.0,SE,23.69,0,0
332.0,6,7.0,1021.0,cv,0.89,0,0
350.0,7,7.0,1021.0,SE,0.89,0,0
329.0,7,7.0,1020.0,cv,0.89,0,0
306.0,5,5.0,1020.0,NW,0.89,0,0
302.0,4,5.0,1020.0,NE,0.89,0,0
297.0,4,4.0,1020.0,cv,0.45,0,0
288.0,3,4.0,1020.0,SE,0.89,0,0
293.0,4,4.0,1021.0,cv,0.45,0,0
275.0,6,6.0,1021.0,cv,1.34,0,0
257.0,5,6.0,1022.0,SE,1.79,0,0
248.0,6,6.0,1022.0,cv,0.89,0,0
291.0,6,6.0,1022.0,cv,1.78,0,0
354.0,9,9.0,1022.0,cv,2.67,0,0
387.0,9,10.0,1021.0,SE,1.79,0,0
420.0,9,13.0,1020.0,SE,3.58,0,0
460.0,10,13.0,1021.0,SE,5.37,0,0
270.0,10,14.0,1020.0,SE,7.16,0,0
181.0,9,13.0,1021.0,SE,12.08,0,0
211.0,9,12.0,1021.0,SE,15.21,0,0
206.0,9,12.0,1022.0,SE,17.0,0,0
224.0,9,12.0,1022.0,SE,18.79,0,0
217.0,9,11.0,1023.0,SE,19.68,0,0
207.0,9,11.0,1023.0,SE,20.57,0,0
233.0,10,11.0,1023.0,SE,22.36,0,0
253.0,9,11.0,1023.0,SE,24.15,0,0
257.0,9,11.0,1023.0,SE,25.04,0,0
258.0,10,11.0,1023.0,cv,0.89,0,0
255.0,9,11.0,1023.0,cv,1.34,0,0
258.0,10,11.0,1023.0,SE,0.89,0,0
257.0,9,11.0,1022.0,cv,0.89,0,0
257.0,10,11.0,1023.0,cv,1.78,0,0
257.0,10,11.0,1023.0,NE,0.89,0,0
256.0,10,11.0,1023.0,cv,0.89,0,0
264.0,10,11.0,1023.0,cv,1.78,0,0
264.0,11,12.0,1024.0,cv,2.67,0,0
268.0,11,13.0,1023.0,SE,1.79,0,0
269.0,11,13.0,1023.0,SE,4.92,0,0
263.0,11,14.0,1023.0,SE,8.05,0,0
214.0,11,14.0,1022.0,SE,9.84,0,0
205.0,12,15.0,1022.0,cv,0.89,0,0
202.0,12,15.0,1022.0,cv,1.78,0,0
208.0,12,15.0,1022.0,cv,2.67,0,0
214.0,12,14.0,1022.0,NE,0.89,0,0
227.0,12,14.0,1022.0,cv,0.89,0,0
245.0,12,14.0,1023.0,cv,1.78,0,0
252.0,12,13.0,1023.0,cv,2.67,0,0
248.0,12,13.0,1023.0,cv,3.12,0,0
248.0,12,13.0,1023.0,cv,3.57,0,0
264.0,12,13.0,1023.0,cv,4.02,0,0
266.0,12,13.0,1023.0,cv,4.91,0,0
253.0,12,13.0,1023.0,SE,1.79,0,0
245.0,13,14.0,1022.0,SE,4.92,0,0
246.0,12,13.0,1022.0,cv,0.89,0,0
254.0,12,13.0,1022.0,NE,0.89,0,0
259.0,12,12.0,1022.0,SE,0.89,0,0
252.0,11,12.0,1022.0,cv,0.89,0,0
256.0,11,12.0,1022.0,cv,1.78,0,0
283.0,12,13.0,1023.0,cv,2.67,0,0
284.0,12,13.0,1023.0,SE,1.79,0,0
297.0,12,14.0,1023.0,SE,3.58,0,0
,12,15.0,1023.0,SE,5.37,0,0
,12,15.0,1023.0,cv,0.89,0,0
312.0,12,15.0,1023.0,cv,1.78,0,1
343.0,13,15.0,1022.0,cv,2.67,0,0
339.0,13,14.0,1022.0,NE,1.79,0,0
288.0,12,15.0,1023.0,NW,3.13,0,0
102.0,9,14.0,1023.0,NW,8.05,0,0
48.0,10,13.0,1024.0,NW,12.07,0,0
43.0,11,13.0,1025.0,NW,16.09,0,0
44.0,9,12.0,1025.0,NW,20.11,0,0
57.0,7,10.0,1026.0,NW,24.13,0,0
32.0,7,9.0,1026.0,NW,28.15,0,0
38.0,6,8.0,1026.0,NW,31.28,0,0
38.0,6,7.0,1026.0,NW,34.41,0,0
44.0,5,7.0,1027.0,NW,37.54,0,0
45.0,6,7.0,1027.0,NW,40.67,0,0
34.0,5,6.0,1027.0,NW,43.8,0,0
30.0,3,4.0,1028.0,NW,47.82,0,0
33.0,5,5.0,1028.0,NW,51.84,0,0
29.0,3,5.0,1028.0,NW,55.86,0,0
44.0,3,6.0,1028.0,NW,59.88,0,0
32.0,2,10.0,1029.0,NW,63.9,0,0
17.0,0,11.0,1029.0,NW,67.92,0,0
25.0,-3,13.0,1029.0,NE,4.92,0,0
26.0,-3,15.0,1029.0,NW,4.02,0,0
20.0,-2,15.0,1028.0,NE,3.13,0,0
27.0,-1,16.0,1028.0,NW,3.13,0,0
32.0,0,15.0,1028.0,cv,0.89,0,0
35.0,2,14.0,1027.0,cv,1.78,0,0
33.0,2,14.0,1027.0,NW,1.79,0,0
55.0,3,13.0,1027.0,NW,3.58,0,0
66.0,5,12.0,1028.0,NW,5.37,0,0
63.0,5,12.0,1028.0,cv,0.89,0,0
70.0,6,12.0,1029.0,cv,1.34,0,0
86.0,7,11.0,1028.0,SE,0.89,0,0
67.0,6,12.0,1029.0,SE,2.68,0,0
42.0,6,12.0,1028.0,SE,4.47,0,0
27.0,7,11.0,1028.0,SE,5.36,0,0
24.0,7,11.0,1028.0,cv,0.89,0,0
27.0,7,11.0,1028.0,cv,1.78,0,0
46.0,7,11.0,1028.0,SE,0.89,0,0
34.0,6,10.0,1028.0,cv,0.89,0,0
59.0,7,9.0,1027.0,SE,0.89,0,0
61.0,7,10.0,1027.0,cv,0.45,0,0
60.0,7,10.0,1027.0,cv,1.34,0,0
72.0,6,11.0,1028.0,cv,2.23,0,0
79.0,5,13.0,1028.0,cv,3.12,0,0
64.0,2,13.0,1028.0,cv,4.01,0,0
68.0,5,15.0,1027.0,NW,1.79,0,0
71.0,5,15.0,1027.0,cv,0.89,0,0
62.0,4,16.0,1026.0,cv,1.78,0,0
54.0,5,15.0,1025.0,cv,2.67,0,0
54.0,5,15.0,1025.0,SE,1.79,0,0
79.0,5,15.0,1025.0,cv,0.89,0,0
85.0,7,13.0,1025.0,cv,1.78,0,0
80.0,7,12.0,1025.0,NE,0.89,0,0
81.0,8,12.0,1025.0,SE,0.89,0,0
100.0,8,12.0,1025.0,cv,0.89,0,1
94.0,8,11.0,1025.0,NW,0.89,0,2
108.0,9,12.0,1025.0,NW,2.68,0,0
123.0,8,11.0,1024.0,cv,0.45,0,0
102.0,8,11.0,1024.0,NW,1.79,0,0
89.0,8,11.0,1024.0,NW,2.68,0,0
78.0,8,11.0,1023.0,NW,3.57,0,0
76.0,9,11.0,1023.0,NW,4.46,0,0
108.0,9,11.0,1023.0,NW,5.35,0,0
107.0,9,11.0,1022.0,cv,0.45,0,0
91.0,9,11.0,1023.0,NW,1.79,0,0
90.0,9,11.0,1023.0,NE,0.89,0,0
87.0,10,12.0,1024.0,NE,1.78,0,0
90.0,9,13.0,1024.0,NE,3.57,0,0
85.0,9,14.0,1024.0,NW,1.79,0,0
87.0,7,15.0,1024.0,cv,0.89,0,0
96.0,6,16.0,1023.0,NE,1.79,0,0
102.0,6,16.0,1022.0,NW,1.79,0,0
103.0,6,16.0,1021.0,NW,3.58,0,0
113.0,6,16.0,1021.0,NW,5.37,0,0
106.0,6,16.0,1021.0,NW,7.16,0,0
107.0,7,14.0,1022.0,NE,1.79,0,0
121.0,7,14.0,1022.0,cv,0.89,0,0
121.0,8,14.0,1023.0,cv,1.78,0,0
143.0,8,14.0,1023.0,NW,1.79,0,1
123.0,8,13.0,1024.0,NW,4.92,0,0
102.0,6,14.0,1024.0,NW,10.73,0,1
55.0,6,13.0,1024.0,NW,15.65,0,2
38.0,6,13.0,1024.0,NW,19.67,0,3
14.0,4,13.0,1025.0,NW,23.69,0,4
27.0,2,13.0,1025.0,NW,29.5,0,5
24.0,2,13.0,1025.0,NW,35.31,0,0
18.0,2,13.0,1025.0,NW,40.23,0,0
23.0,3,12.0,1026.0,NW,45.15,0,1
11.0,3,12.0,1026.0,NW,50.07,0,2
15.0,5,11.0,1027.0,NW,54.09,0,3
27.0,5,11.0,1028.0,NW,55.88,0,4
31.0,5,11.0,1029.0,NE,4.02,0,5
37.0,5,10.0,1029.0,NE,7.15,0,6
37.0,6,11.0,1029.0,NE,8.94,0,0
33.0,5,11.0,1028.0,cv,0.89,0,0
32.0,5,11.0,1028.0,NW,3.13,0,0
33.0,6,12.0,1027.0,NW,6.26,0,0
28.0,3,12.0,1026.0,NE,3.13,0,0
35.0,3,12.0,1026.0,NE,7.15,0,0
26.0,4,11.0,1027.0,NW,0.89,0,0
23.0,5,11.0,1027.0,NW,2.68,0,0
28.0,4,11.0,1027.0,NW,4.47,0,0
38.0,4,11.0,1027.0,NE,1.79,0,0
37.0,6,10.0,1028.0,cv,0.89,0,0
41.0,7,10.0,1028.0,cv,1.34,0,0
61.0,8,9.0,1028.0,cv,2.23,0,0
85.0,8,10.0,1028.0,SE,1.79,0,0
77.0,8,10.0,1027.0,cv,0.45,0,0
66.0,7,10.0,1027.0,cv,1.34,0,0
69.0,7,8.0,1027.0,SE,0.89,0,0
76.0,6,6.0,1028.0,NE,1.79,0,0
78.0,7,8.0,1028.0,NE,2.68,0,0
49.0,3,7.0,1028.0,NW,0.89,0,0
59.0,3,7.0,1028.0,NE,0.89,0,0
48.0,2,8.0,1029.0,NW,1.79,0,0
35.0,1,10.0,1029.0,NE,1.79,0,0
39.0,1,10.0,1029.0,NE,3.58,0,0
36.0,0,11.0,1029.0,NE,6.71,0,0
45.0,1,14.0,1028.0,NW,3.13,0,0
45.0,1,15.0,1027.0,NW,6.26,0,0
47.0,0,14.0,1026.0,NW,9.39,0,0
45.0,1,14.0,1026.0,cv,0.89,0,0
46.0,1,12.0,1026.0,cv,1.78,0,0
46.0,1,12.0,1026.0,cv,2.67,0,0
